gene_symbol,gene_name,entrez_id,chromosome
UBR5,ubiquitin protein ligase E3 component n-recognin 5,51366.0,8
POP5,"processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)",51367.0,12
POMP,proteasome maturation protein,51371.0,13
CCDC72,translational machinery associated 7 homolog (S. cerevisiae),51372.0,3
MRPS17,mitochondrial ribosomal protein S17,51373.0,7
SNX7,sorting nexin 7,51375.0,1
UCHL5,ubiquitin carboxyl-terminal hydrolase L5,51377.0,1
ANGPT4,angiopoietin 4,51378.0,20
CRLF3,cytokine receptor-like factor 3,51379.0,17
CSAD,cysteine sulfinic acid decarboxylase,51380.0,12
ATP6V1D,"ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D",51382.0,14
ZNF589,zinc finger protein 589,51385.0,3
EIF3L,"eukaryotic translation initiation factor 3, subunit L",51386.0,22
NIP7,nuclear import 7 homolog (S. cerevisiae),51388.0,16
AIG1,androgen-induced 1,51390.0,6
TRPV2,"transient receptor potential cation channel, subfamily V, member 2",51393.0,17
COMMD10,COMM domain containing 10,51397.0,5
WDR83OS,WD repeat domain 83 opposite strand,51398.0,19
TRAPPC4,trafficking protein particle complex 4,51399.0,11
PPME1,protein phosphatase methylesterase 1,51400.0,11
HSFX1,"heat shock transcription factor family, X linked 1",100506164.0,X
NOL7,"nucleolar protein 7, 27kDa",51406.0,6
HEMK1,HemK methyltransferase family member 1,51409.0,3
ACTL6B,actin-like 6B,51412.0,7
AMOTL2,angiomotin like 2,51421.0,3
POLK,polymerase (DNA directed) kappa,51426.0,5
DDX41,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41,51428.0,5
SNX9,sorting nexin 9,51429.0,6
SCARA3,"scavenger receptor class A, member 3",51435.0,8
FAM8A1,"family with sequence similarity 8, member A1",51439.0,6
HPCAL4,hippocalcin like 4,51440.0,1
YTHDF2,"YTH domain family, member 2",51441.0,1
VGLL1,vestigial like 1 (Drosophila),51442.0,X
RNF138,"ring finger protein 138, E3 ubiquitin protein ligase",51444.0,18
PCYOX1,prenylcysteine oxidase 1,51449.0,2
PRRX2,paired related homeobox 2,51450.0,9
GULP1,"GULP, engulfment adaptor PTB domain containing 1",51454.0,2
RHCG,"Rh family, C glycoprotein",51458.0,15
SFMBT1,Scm-like with four mbt domains 1,51460.0,3
UBE2J1,"ubiquitin-conjugating enzyme E2, J1",51465.0,6
EVL,Enah/Vasp-like,51466.0,14
PEX5L,peroxisomal biogenesis factor 5-like,51555.0,3
RAB6B,"RAB6B, member RAS oncogene family",51560.0,3
IL23A,"interleukin 23, alpha subunit p19",51561.0,12
TTRAP,tyrosyl-DNA phosphodiesterase 2,51567.0,6
UFM1,ubiquitin-fold modifier 1,51569.0,13
FAM49B,"family with sequence similarity 49, member B",51571.0,8
GDE1,glycerophosphodiester phosphodiesterase 1,51573.0,16
ESF1,"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)",51575.0,20
AZIN1,antizyme inhibitor 1,51582.0,8
PCF11,"PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)",51585.0,11
MED15,mediator complex subunit 15,51586.0,22
PIAS4,"protein inhibitor of activated STAT, 4",51588.0,19
NBAS,neuroblastoma amplified sequence,51594.0,2
LSR,lipolysis stimulated lipoprotein receptor,51599.0,19
LIPT1,lipoyltransferase 1,51601.0,2
NOP58,NOP58 ribonucleoprotein homolog (yeast),51602.0,2
PIGT,"phosphatidylinositol glycan anchor biosynthesis, class T",51604.0,20
TRMT6,tRNA methyltransferase 6 homolog (S. cerevisiae),51605.0,20
ATP6V1H,"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H",51606.0,8
C7orf20,golgi to ER traffic protein 4 homolog (S. cerevisiae),51608.0,7
TAF9B,"TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa",51616.0,X
AC093310.1,HMP19 protein,51617.0,5
UBE2D4,ubiquitin-conjugating enzyme E2D 4 (putative),51619.0,7
KLF13,Kruppel-like factor 13,51621.0,15
C7orf28A,CCZ1 vacuolar protein trafficking and biogenesis associated homolog (S. cerevisiae),51622.0,7
SLC25A39,"solute carrier family 25, member 39",51629.0,17
LUC7L2,LUC7-like 2 (S. cerevisiae),51631.0,7
OTUD6B,OTU domain containing 6B,51633.0,8
RBMX2,"RNA binding motif protein, X-linked 2",51634.0,X
DHRS7,dehydrogenase/reductase (SDR family) member 7,51635.0,14
C14orf166,chromosome 14 open reading frame 166,51637.0,14
AC008073.1,"splicing factor 3B, 14 kDa subunit",51639.0,2
MRPL48,mitochondrial ribosomal protein L48,51642.0,11
TMBIM4,transmembrane BAX inhibitor motif containing 4,51643.0,12
PPIL1,peptidylprolyl isomerase (cyclophilin)-like 1,51645.0,6
MRPS23,mitochondrial ribosomal protein S23,51649.0,17
MRPS33,mitochondrial ribosomal protein S33,51650.0,7
PTRH2,peptidyl-tRNA hydrolase 2,51651.0,17
VPS24,charged multivesicular body protein 3,51652.0,2
CDK5RAP1,CDK5 regulatory subunit associated protein 1,51654.0,20
RASD1,"RAS, dexamethasone-induced 1",51655.0,17
STYXL1,serine/threonine/tyrosine interacting-like 1,51657.0,7
GINS2,GINS complex subunit 2 (Psf2 homolog),51659.0,16
BRP44L,brain protein 44-like,51660.0,6
ZFR,zinc finger RNA binding protein,51663.0,5
ASB4,ankyrin repeat and SOCS box containing 4,51666.0,7
NUB1,negative regulator of ubiquitin-like proteins 1,51667.0,7
HSPB11,"heat shock protein family B (small), member 11",51668.0,1
TMEM66,transmembrane protein 66,51669.0,8
TPPP3,tubulin polymerization-promoting protein family member 3,51673.0,16
ASB2,ankyrin repeat and SOCS box containing 2,51676.0,14
MPP6,"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",51678.0,7
SUFU,suppressor of fused homolog (Drosophila),51684.0,10
OAZ3,ornithine decarboxylase antizyme 3,51686.0,1
LSM7,"LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)",51690.0,19
NAA38,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit",51691.0,7
CPSF3,"cleavage and polyadenylation specific factor 3, 73kDa",51692.0,2
TRAPPC2L,trafficking protein particle complex 2-like,51693.0,16
PILRA,paired immunoglobin-like type 2 receptor alpha,29992.0,7
PACSIN1,protein kinase C and casein kinase substrate in neurons 1,29993.0,6
BAZ2B,"bromodomain adjacent to zinc finger domain, 2B",29994.0,2
LMCD1,LIM and cysteine-rich domains 1,29995.0,3
GLTSCR2,glioma tumor suppressor candidate region gene 2,29997.0,19
GLTSCR1,glioma tumor suppressor candidate region gene 1,29998.0,19
FSCN3,"fascin homolog 3, actin-bundling protein, testicular (Strongylocentrotus purpuratus)",29999.0,7
ERO1L,ERO1-like (S. cerevisiae),30001.0,14
EFEMP2,EGF containing fibulin-like extracellular matrix protein 2,30008.0,11
TBX21,T-box 21,30009.0,17
TLX3,T-cell leukemia homeobox 3,30012.0,5
SPANXA1,"sperm protein associated with the nucleus, X-linked, family member A1",30014.0,X
SLC40A1,"solute carrier family 40 (iron-regulated transporter), member 1",30061.0,2
RAX,retina and anterior neural fold homeobox,30062.0,18
HUNK,hormonally up-regulated Neu-associated kinase,30811.0,21
SOX8,SRY (sex determining region Y)-box 8,30812.0,16
VSX1,visual system homeobox 1,30813.0,20
PLA2G2E,"phospholipase A2, group IIE",30814.0,1
ST6GALNAC6,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",30815.0,9
ERVWE1,"endogenous retrovirus group W, member 1",30816.0,7
EMR2,"egf-like module containing, mucin-like, hormone receptor-like 2",30817.0,19
ZNF354C,zinc finger protein 354C,30832.0,5
NT5C,"5', 3'-nucleotidase, cytosolic",30833.0,17
ZNRD1,zinc ribbon domain containing 1,30834.0,6
CD209,CD209 molecule,30835.0,19
DNTTIP2,"deoxynucleotidyltransferase, terminal, interacting protein 2",30836.0,1
EHD4,EH-domain containing 4,30844.0,15
EHD3,EH-domain containing 3,30845.0,2
EHD2,EH-domain containing 2,30846.0,19
CTAG2,cancer/testis antigen 2,30848.0,X
PIK3R4,"phosphoinositide-3-kinase, regulatory subunit 4",30849.0,3
CDR2L,cerebellar degeneration-related protein 2-like,30850.0,17
TAX1BP3,Tax1 (human T-cell leukemia virus type I) binding protein 3,30851.0,17
STOML2,stomatin (EPB72)-like 2,30968.0,9
KLK14,kallikrein-related peptidase 14,43847.0,19
WDR8,"WD repeat containing, antisense to TP73",49856.0,1
CRNN,cornulin,49860.0,1
CLDN20,claudin 20,49861.0,6
RRM2B,ribonucleotide reductase M2 B (TP53 inducible),50484.0,8
SMARCAL1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1",50485.0,2
G0S2,G0/G1switch 2,50486.0,1
TMEM85,ER membrane protein complex subunit 4,51234.0,15
AC135457.2,marginal zone B and B1 cell-specific protein,51237.0,5
ANKRD39,ankyrin repeat domain 39,51239.0,2
COX16,COX16 cytochrome c oxidase assembly homolog (S. cerevisiae),51241.0,14
C3orf19,chromosome 3 open reading frame 19,51244.0,3
SHISA5,shisa homolog 5 (Xenopus laevis),51246.0,3
PAIP2,poly(A) binding protein interacting protein 2,51247.0,5
PDZD11,PDZ domain containing 11,51248.0,X
TMEM69,transmembrane protein 69,51249.0,1
NT5C3,"5'-nucleotidase, cytosolic III",51251.0,7
HECA,headcase homolog (Drosophila),51696.0,6
VPS29,vacuolar protein sorting 29 homolog (S. cerevisiae),51699.0,12
NLK,nemo-like kinase,51701.0,17
PADI3,"peptidyl arginine deiminase, type III",51702.0,1
GPRC5B,"G protein-coupled receptor, family C, group 5, member B",51704.0,16
CYB5R1,cytochrome b5 reductase 1,51706.0,1
ZNF44,zinc finger protein 44,51710.0,19
SELT,selenoprotein T,51714.0,3
RAB23,"RAB23, member RAS oncogene family",51715.0,6
UIMC1,ubiquitin interaction motif containing 1,51720.0,5
FBXO40,F-box protein 40,51725.0,3
DNAJB11,"DnaJ (Hsp40) homolog, subfamily B, member 11",51726.0,3
POLR3K,"polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa",51728.0,16
WBP11,WW domain binding protein 11,51729.0,12
SEPX1,methionine sulfoxide reductase B1,51734.0,16
RAPGEF6,Rap guanine nucleotide exchange factor (GEF) 6,51735.0,5
WWOX,WW domain containing oxidoreductase,51741.0,16
CD244,"CD244 molecule, natural killer cell receptor 2B4",51744.0,1
AC005921.3,LUC7-like 3 (S. cerevisiae),51747.0,17
HIGD1B,"HIG1 hypoxia inducible domain family, member 1B",51751.0,17
ERAP1,endoplasmic reticulum aminopeptidase 1,51752.0,5
TMEM8B,transmembrane protein 8B,51754.0,9
SYT17,synaptotagmin XVII,51760.0,16
ATP8A2,"ATPase, aminophospholipid transporter, class I, type 8A, member 2",51761.0,13
RAB8B,"RAB8B, member RAS oncogene family",51762.0,15
GNG13,"guanine nucleotide binding protein (G protein), gamma 13",51764.0,16
TM7SF3,transmembrane 7 superfamily member 3,51768.0,12
RSF1,remodeling and spacing factor 1,51773.0,11
ZAK,sterile alpha motif and leucine zipper containing kinase AZK,51776.0,2
MYOZ2,myozenin 2,51778.0,4
KDM3B,lysine (K)-specific demethylase 3B,51780.0,5
ACCN5,acid-sensing (proton-gated) ion channel family member 5,51802.0,4
SIX4,SIX homeobox 4,51804.0,14
COQ3,"coenzyme Q3 homolog, methyltransferase (S. cerevisiae)",51805.0,6
CALML5,calmodulin-like 5,51806.0,10
TUBA8,"tubulin, alpha 8",51807.0,22
GALNT7,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7),51809.0,4
CECR1,"cat eye syndrome chromosome region, candidate 1",51816.0,22
BCL11A,B-cell CLL/lymphoma 11A (zinc finger protein),53335.0,2
CPXCR1,"CPX chromosome region, candidate 1",53336.0,X
SPA17,sperm autoantigenic protein 17,53340.0,11
IL17D,interleukin 17D,53342.0,13
TM6SF2,transmembrane 6 superfamily member 2,53345.0,19
TM6SF1,transmembrane 6 superfamily member 1,53346.0,15
UBASH3A,ubiquitin associated and SH3 domain containing A,53347.0,21
LRP1B,low density lipoprotein receptor-related protein 1B,53353.0,2
SMCR7L,"Smith-Magenis syndrome chromosome region, candidate 7-like",54471.0,22
TOLLIP,toll interacting protein,54472.0,11
KRT20,keratin 20,54474.0,17
FAM64A,"family with sequence similarity 64, member A",54478.0,17
CSGLCA-T,chondroitin polymerizing factor 2,54480.0,7
CCDC76,tRNA methyltransferase 13 homolog (S. cerevisiae),54482.0,1
DGCR8,DiGeorge syndrome critical region gene 8,54487.0,22
UGT2B28,"UDP glucuronosyltransferase 2 family, polypeptide B28",54490.0,4
FAM105A,"family with sequence similarity 105, member A",54491.0,5
C11orf71,chromosome 11 open reading frame 71,54494.0,11
TMX3,thioredoxin-related transmembrane protein 3,54495.0,18
PRMT7,protein arginine methyltransferase 7,54496.0,16
TMCO1,transmembrane and coiled-coil domains 1,54499.0,1
ZDHHC13,"zinc finger, DHHC-type containing 13",54503.0,11
CPVL,"carboxypeptidase, vitellogenic-like",54504.0,7
DHX29,DEAH (Asp-Glu-Ala-His) box polypeptide 29,54505.0,5
ADAMTSL4,ADAMTS-like 4,54507.0,1
FLJ11235,uncharacterized FLJ11235,54508.0,5
RHOF,ras homolog family member F (in filopodia),54509.0,12
PCDH18,protocadherin 18,54510.0,4
EXOSC4,exosome component 4,54512.0,8
PUS7,pseudouridylate synthase 7 homolog (S. cerevisiae),54517.0,7
APBB1IP,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein",54518.0,10
CCDC93,coiled-coil domain containing 93,54520.0,2
WDR44,WD repeat domain 44,54521.0,X
ASNSD1,asparagine synthetase domain containing 1,54529.0,2
MIER2,"mesoderm induction early response 1, family member 2",54531.0,19
MRPL50,mitochondrial ribosomal protein L50,54534.0,9
EXOC6,exocyst complex component 6,54536.0,10
FAM35B,"family with sequence similarity 35, member A",54537.0,10
ROBO4,"roundabout, axon guidance receptor, homolog 4 (Drosophila)",54538.0,11
AC145098.2,"family with sequence similarity 193, member B",54540.0,5
DDIT4,DNA-damage-inducible transcript 4,54541.0,10
TOMM7,translocase of outer mitochondrial membrane 7 homolog (yeast),54543.0,7
CRCT1,cysteine-rich C-terminal 1,54544.0,1
RNF186,ring finger protein 186,54546.0,1
NECAB2,N-terminal EF-hand calcium binding protein 2,54550.0,16
MAGEL2,MAGE-like 2,54551.0,15
GNL3L,guanine nucleotide binding protein-like 3 (nucleolar)-like,54552.0,X
WDR5B,WD repeat domain 5B,54554.0,3
DDX49,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49,54555.0,19
ING3,"inhibitor of growth family, member 3",54556.0,7
SGTB,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta",54557.0,5
SPATA6,spermatogenesis associated 6,54558.0,1
EPB41L4B,erythrocyte membrane protein band 4.1 like 4B,54566.0,9
DLL4,delta-like 4 (Drosophila),54567.0,15
UGT1A8,"UDP glucuronosyltransferase 1 family, polypeptide A8",54576.0,2
EGLN1,egl nine homolog 1 (C. elegans),54583.0,1
GNB1L,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like",54584.0,22
LZTFL1,leucine zipper transcription factor-like 1,54585.0,3
L1TD1,LINE-1 type transposase domain containing 1,54596.0,1
UGT1A9,"UDP glucuronosyltransferase 1 family, polypeptide A9",54600.0,2
DDX56,DEAD (Asp-Glu-Ala-Asp) box helicase 56,54606.0,7
INO80,INO80 homolog (S. cerevisiae),54617.0,15
AC131238.1,V-set and immunoglobulin domain containing 10,54621.0,12
ARL15,ADP-ribosylation factor-like 15,54622.0,5
PAF1,"Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)",54623.0,19
NAT8B,"N-acetyltransferase 8B (GCN5-related, putative, gene/pseudogene)",51471.0,2
DCDC2,doublecortin domain containing 2,51473.0,6
ISYNA1,inositol-3-phosphate synthase 1,51477.0,19
HSD17B7,hydroxysteroid (17-beta) dehydrogenase 7,51478.0,1
ANKFY1,ankyrin repeat and FYVE domain containing 1,51479.0,17
VCX2,"variable charge, X-linked 2",51480.0,X
VCX3A,"variable charge, X-linked 3A",51481.0,X
C9orf114,chromosome 9 open reading frame 114,51490.0,9
NOP16,NOP16 nucleolar protein homolog (yeast),51491.0,5
C22orf28,chromosome 22 open reading frame 28,51493.0,22
PTPLAD1,protein tyrosine phosphatase-like A domain containing 1,51495.0,15
CTDSPL2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2",51496.0,15
TRIAP1,TP53 regulated inhibitor of apoptosis 1,51499.0,12
CWC15,CWC15 spliceosome-associated protein homolog (S. cerevisiae),51503.0,11
TRMT112,tRNA methyltransferase 11-2 homolog (S. cerevisiae),51504.0,11
UFC1,ubiquitin-fold modifier conjugating enzyme 1,51506.0,1
C20orf43,chromosome 20 open reading frame 43,51507.0,20
CHMP5,charged multivesicular body protein 5,51510.0,9
GTSE1,G-2 and S-phase expressed 1,51512.0,22
ETV7,ets variant 7,51513.0,6
DTL,denticleless E3 ubiquitin protein ligase homolog (Drosophila),51514.0,1
NCKIPSD,NCK interacting protein with SH3 domain,51517.0,3
LARS,leucyl-tRNA synthetase,51520.0,5
TMEM14C,transmembrane protein 14C,51522.0,6
CXXC5,CXXC finger protein 5,51523.0,5
TMEM138,transmembrane protein 138,51524.0,11
C20orf111,chromosome 20 open reading frame 111,51526.0,20
C14orf129,chromosome 14 open reading frame 129,51527.0,14
ANAPC11,anaphase promoting complex subunit 11,51529.0,17
ZC3HC1,"zinc finger, C3HC-type containing 1",51530.0,7
C9orf156,chromosome 9 open reading frame 156,51531.0,9
PHF7,PHD finger protein 7,51533.0,3
VTA1,Vps20-associated 1 homolog (S. cerevisiae),51534.0,6
MTP18,mitochondrial fission process 1,51537.0,22
ZCCHC17,"zinc finger, CCHC domain containing 17",51538.0,1
SCLY,selenocysteine lyase,51540.0,2
ZNF581,zinc finger protein 581,51545.0,19
SIRT7,sirtuin 7,51547.0,17
SIRT6,sirtuin 6,51548.0,19
AL137229.4,cyclin-dependent kinase 2 interacting protein,51550.0,14
RAB14,"RAB14, member RAS oncogene family",51552.0,9
PARP14,"poly (ADP-ribose) polymerase family, member 14",54625.0,3
TBC1D13,"TBC1 domain family, member 13",54662.0,9
WDR74,WD repeat domain 74,54663.0,11
RSBN1,round spermatid basic protein 1,54665.0,1
GTPBP2,GTP binding protein 2,54676.0,6
ZNHIT6,"zinc finger, HIT-type containing 6",54680.0,1
MANSC1,MANSC domain containing 1,54682.0,12
RRN3,RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae),54700.0,16
PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1,54704.0,8
GPN2,GPN-loop GTPase 2,54707.0,1
MARCH5,membrane-associated ring finger (C3HC4) 5,54708.0,10
CNGB3,cyclic nucleotide gated channel beta 3,54714.0,8
SLC6A20,"solute carrier family 6 (proline IMINO transporter), member 20",54716.0,3
OTUD4,OTU domain containing 4,54726.0,4
TMED9,transmembrane emp24 protein transport domain containing 9,54732.0,5
SLC35F2,"solute carrier family 35, member F2",54733.0,11
RAB39,"RAB39A, member RAS oncogene family",54734.0,11
MPHOSPH8,M-phase phosphoprotein 8,54737.0,13
FEV,FEV (ETS oncogene family),54738.0,2
LEPROT,leptin receptor overlapping transcript,54741.0,1
DKFZp566H0824,hypothetical protein DKFZp566H0824,54744.0,1
EPDR1,ependymin related protein 1 (zebrafish),54749.0,7
FNDC8,fibronectin type III domain containing 8,54752.0,17
IL17RD,interleukin 17 receptor D,54756.0,3
KLHDC4,kelch domain containing 4,54758.0,16
PCSK4,proprotein convertase subtilisin/kexin type 4,54760.0,19
ROPN1,rhophilin associated tail protein 1,54763.0,3
ZRANB1,"zinc finger, RAN-binding domain containing 1",54764.0,10
TRIM44,tripartite motif containing 44,54765.0,11
BTG4,B-cell translocation gene 4,54766.0,11
HYDIN,"HYDIN, axonemal central pair apparatus protein",54768.0,16
DIRAS2,"DIRAS family, GTP-binding RAS-like 2",54769.0,9
LENG3,"protein phosphatase 1, regulatory subunit 12C",54776.0,19
C10orf92,tetratricopeptide repeat domain 40,54777.0,10
RNF111,ring finger protein 111,54778.0,15
NSMCE4A,non-SMC element 4 homolog A (S. cerevisiae),54780.0,10
ALKBH4,"alkB, alkylation repair homolog 4 (E. coli)",54784.0,7
C17orf59,chromosome 17 open reading frame 59,54785.0,17
TET2,tet methylcytosine dioxygenase 2,54790.0,4
KCTD9,potassium channel tetramerisation domain containing 9,54793.0,8
TRPM4,"transient receptor potential cation channel, subfamily M, member 4",54795.0,19
BNC2,basonuclin 2,54796.0,9
DCHS2,dachsous 2 (Drosophila),54798.0,4
MBTD1,mbt domain containing 1,54799.0,17
KLHL24,kelch-like 24 (Drosophila),54800.0,3
HAUS6,"HAUS augmin-like complex, subunit 6",54801.0,9
TRIT1,tRNA isopentenyltransferase 1,54802.0,1
ZNF586,zinc finger protein 586,54807.0,19
DYM,dymeclin,54808.0,18
SAMD9,sterile alpha motif domain containing 9,54809.0,7
GIPC2,"GIPC PDZ domain containing family, member 2",54810.0,1
ZNF562,zinc finger protein 562,54811.0,19
AFTPH,aftiphilin,54812.0,2
KLHL28,kelch-like 28 (Drosophila),54813.0,14
QPCTL,glutaminyl-peptide cyclotransferase-like,54814.0,19
GATAD2A,GATA zinc finger domain containing 2A,54815.0,19
ZNF280D,zinc finger protein 280D,54816.0,15
ZCCHC10,"zinc finger, CCHC domain containing 10",54819.0,5
TRPM7,"transient receptor potential cation channel, subfamily M, member 7",54822.0,15
